UNO Synth Pro MIDI Monitor v1.1 State Read
UNO IN: 0: UNO Synth Pro
UNO OUT: 1: UNO Synth Pro
EDITOR OUT/TAP IN: 1: UNO_TAP
EDITOR IN/RETURN OUT: 3: UNO_RETURN
Clock captured: False
Active Sense captured: False
REC	TIME	DIRECTION	TYPE	BYTES	HEX	DECODED
206	10.482238	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 4C 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
207	10.517510	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 4D 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
208	10.544832	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 4E 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
209	10.572028	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 4F 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
210	10.598396	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 50 45 4D 50 54 59 00 32 53 52 20 32 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
211	10.625406	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 51 45 4D 50 54 59 00 32 53 52 20 33 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 57 F7	SysEx (43 bytes)
212	10.652447	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 52 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
213	10.680499	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 53 45 4D 50 54 59 00 32 53 52 20 33 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
214	10.715100	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 54 74 72 65 65 6E 64 65 63 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
215	10.742509	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 55 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
216	10.768603	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
217	10.794534	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 57 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
218	10.820603	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 58 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
219	10.854559	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
220	10.881326	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
221	10.913314	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
222	10.940444	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
223	10.967713	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
224	11.004884	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
225	11.032991	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 5F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
226	11.033411	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
227	11.062029	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
228	11.098417	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 62 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
229	11.126508	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 63 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
230	11.153643	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
231	11.180619	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
232	11.209923	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
233	11.240402	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 67 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
234	11.273395	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
235	11.300123	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 69 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
236	11.325813	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
237	11.351461	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
238	11.377162	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
239	11.402881	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
240	11.429034	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
241	11.478177	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 6F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
242	11.519640	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 70 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
243	11.548114	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 71 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
244	11.578176	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 72 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
245	11.608105	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 73 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
246	11.648228	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 74 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
247	11.688051	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 75 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
248	11.728165	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 76 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
249	11.748198	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
250	11.788121	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 78 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
251	11.818304	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 79 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
252	11.858127	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
253	11.898183	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
254	11.928247	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
255	11.958077	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
256	11.978130	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7E 45 4D 50 54 59 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
257	12.008123	UNO→EDITOR	SysEx	43	F0 00 21 1A 02 03 00 24 01 01 7F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7	SysEx (43 bytes)
